idx,r1,r2,a2,E,rmse,Erel
0,0.909,0.909,84.45,-47704.874735773905,2.1126925328885777,11.280872432202159
1,0.909,0.909,86.45,-47706.605138046696,1.92772683626382,9.550470159410906
2,0.909,0.909,88.45,-47708.1555097088,1.741964773547346,8.0000984973085
3,0.909,0.909,90.45,-47709.5297412788,1.5559139263551867,6.62586692730838
4,0.909,0.909,92.45,-47710.7318487759,1.369854934912557,5.423759430210339
5,0.909,0.909,94.45,-47711.7659109696,1.1852319771340123,4.389697236503707
6,0.909,0.909,96.45,-47712.6360693797,1.0040301494975221,3.519538826403732
7,0.909,0.909,98.45,-47713.3465910266,0.8296849711817795,2.8090171795047354
8,0.909,0.909,100.45,-47713.90193118161,0.6687688185068259,2.2536770244987565
9,0.909,0.909,102.45,-47714.306796117206,0.534745131205014,1.848812088901468
10,0.909,0.909,104.45,-47714.5659548562,0.45284024879294477,1.5896533499035286
11,0.909,0.909,106.45,-47714.6844274226,0.454256423327823,1.4711807835046784
12,0.909,0.909,108.45,-47714.667296590706,0.5391097880079321,1.4883116154014715
13,0.909,0.909,110.45,-47714.51989613601,0.6752838981331005,1.6357120700995438
14,0.909,0.909,112.45,-47714.247748084905,0.8384670505140875,1.9078601212022477
15,0.909,0.909,114.45,-47713.856437214105,1.0167226754674552,2.299170992002473
16,0.909,0.909,116.45,-47713.3518620518,1.1998786032666133,2.803746154306282
17,0.909,0.909,118.45,-47712.7400466268,1.3867581387863168,3.415561579306086
18,0.909,0.909,120.45,-47712.0272032188,1.5740095599144082,4.128404987306567
19,0.909,0.909,122.45,-47711.2197951087,1.7616893151553474,4.935813097406935
20,0.909,0.959,84.45,-47706.5273276747,2.6626430548204545,9.628280531404016
21,0.909,0.959,86.45,-47708.149046427905,2.474060965728226,8.006561778202013
22,0.909,0.959,88.45,-47709.59638209741,2.284289141706151,6.559226108700386
23,0.909,0.959,90.45,-47710.872848700004,2.094506586952217,5.282759506102593
24,0.909,0.959,92.45,-47711.98221125371,1.904765611435492,4.173396952399344
25,0.909,0.959,94.45,-47712.9281092759,1.715534348427241,3.227498930209549
26,0.909,0.959,96.45,-47713.71449603551,1.5290742297736246,2.4411121705998085
27,0.909,0.959,98.45,-47714.34551305231,1.3469287279258024,1.8100951537999208
28,0.909,0.959,100.45,-47714.8254273467,1.1721178997626638,1.3301808594042086
29,0.909,0.959,102.45,-47715.1586314397,1.008986857282036,0.9969767664078972
30,0.909,0.959,104.45,-47715.3498316038,0.8650197505820721,0.8057766023048316
31,0.909,0.959,106.45,-47715.4037341115,0.7513184051651451,0.7518740946034086
32,0.909,0.959,108.45,-47715.3253589868,0.6850719175532566,0.8302492193033686
33,0.909,0.959,110.45,-47715.11966350341,0.6836175398762825,1.0359447027003625
34,0.909,0.959,112.45,-47714.7919814368,0.7446691095092144,1.3636267693073023
35,0.909,0.959,114.45,-47714.347646562506,0.8535740647546974,1.80796164360072
36,0.909,0.959,116.45,-47713.79230640751,0.9937534166955702,2.363301798599423
37,0.909,0.959,118.45,-47713.1316712491,1.157376834099471,3.02393695700448
38,0.909,0.959,120.45,-47712.3717023658,1.3292702646965804,3.7839058403042145
39,0.909,0.959,122.45,-47711.51867478761,1.5106369798047707,4.636933418500121
40,0.909,1.009,84.45,-47704.971182985,3.2662402141878366,11.18442522110854
41,0.909,1.009,86.45,-47706.483653465904,3.076448112872114,9.671954740202636
42,0.909,1.009,88.45,-47707.8276393913,2.8853360714698515,8.327968814810447
43,0.909,1.009,90.45,-47709.00634102651,2.6941468738148715,7.149267179600429
44,0.909,1.009,92.45,-47710.0231468877,2.503686026349663,6.132461318404239
45,0.909,1.009,94.45,-47710.88150824141,2.3140068295526484,5.274099964699417
46,0.909,1.009,96.45,-47711.58519010561,2.1271503726526957,4.5704181004985
47,0.909,1.009,98.45,-47712.1380202486,1.943579127689338,4.017587957503565
48,0.909,1.009,100.45,-47712.54407743991,1.7652732949537626,3.6115307661966654
49,0.909,1.009,102.45,-47712.8075659496,1.5947492428027898,3.3480422565044137
50,0.909,1.009,104.45,-47712.932941049,1.4353676145552812,3.222667157104297
51,0.909,1.009,106.45,-47712.92459525911,1.2934351013315182,3.231012946998817
52,0.909,1.009,108.45,-47712.78729760271,1.1755665677762221,3.3683106034004595
53,0.909,1.009,110.45,-47712.525754352304,1.0882363065913718,3.62985385380307
54,0.909,1.009,112.45,-47712.14498553191,1.038879910879372,4.010622674199112
55,0.909,1.009,114.45,-47711.65007391581,1.038511296350233,4.505534290299693
56,0.909,1.009,116.45,-47711.04629052921,1.0788564082952457,5.109317676899082
57,0.909,1.009,118.45,-47710.3390946482,1.163094054695062,5.816513557903818
58,0.909,1.009,120.45,-47709.53413379981,1.2778351382853197,6.621474406296329
59,0.909,1.009,122.45,-47708.6373692625,1.417143133936346,7.518238943608594
60,0.959,0.909,84.45,-47706.5273276747,2.62250280768714,9.628280531404016
61,0.959,0.909,86.45,-47708.149046427905,2.4350027604983278,8.006561778202013
62,0.959,0.909,88.45,-47709.59638209741,2.246732068612656,6.559226108700386
63,0.959,0.909,90.45,-47710.872848700004,2.058106240332198,5.282759506102593
64,0.959,0.909,92.45,-47711.98221125371,1.8705492012458962,4.173396952399344
65,0.959,0.909,94.45,-47712.9281092759,1.6840052326409647,3.227498930209549
66,0.959,0.909,96.45,-47713.71449603551,1.5003901111017248,2.4411121705998085
67,0.959,0.909,98.45,-47714.34551305231,1.3218715540867818,1.8100951537999208
68,0.959,0.909,100.45,-47714.8254273467,1.1519654403856245,1.3301808594042086
69,0.959,0.909,102.45,-47715.1586314397,0.9948355115400294,0.9969767664078972
70,0.959,0.909,104.45,-47715.3498316038,0.8600970605523944,0.8057766023048316
71,0.959,0.909,106.45,-47715.4037341115,0.7603967114672898,0.7518740946034086
72,0.959,0.909,108.45,-47715.3253589868,0.7104615641785661,0.8302492193033686
73,0.959,0.909,110.45,-47715.11966350341,0.7208102178632116,1.0359447027003625
74,0.959,0.909,112.45,-47714.7919814368,0.7882436201764301,1.3636267693073023
75,0.959,0.909,114.45,-47714.347646562506,0.9017432807860123,1.80796164360072
76,0.959,0.909,116.45,-47713.79230640751,1.043283757197113,2.363301798599423
77,0.959,0.909,118.45,-47713.1316712491,1.2051862857267894,3.02393695700448
78,0.959,0.909,120.45,-47712.3717023658,1.3760761673710302,3.7839058403042145
79,0.959,0.909,122.45,-47711.51867478761,1.5567116404116113,4.636933418500121
80,0.959,0.959,84.45,-47708.11698102461,3.10366323625621,8.038627181500487
81,0.959,0.959,86.45,-47709.63942880321,2.9064119633696945,6.516179402897251
82,0.959,0.959,88.45,-47710.9928900239,2.7079002093121027,5.162718182204117
83,0.959,0.959,90.45,-47712.180564952,2.5081244029876864,3.9750432541040936
84,0.959,0.959,92.45,-47713.205779353404,2.3075285018389105,2.9498288527029217
85,0.959,0.959,94.45,-47714.0720472449,2.10693595975656,2.083560961204057
86,0.959,0.959,96.45,-47714.7831336445,1.9072250133731323,1.372474561605486
87,0.959,0.959,98.45,-47715.3428035702,1.7087108105785034,0.812804635905195
88,0.959,0.959,100.45,-47715.7552612921,1.5130439966510627,0.40034691400796873
89,0.959,0.959,102.45,-47716.0247110803,1.322206132104638,0.13089712580404012
90,0.959,0.959,104.45,-47716.15560820611,1.1397960725433596,0.0
91,0.959,0.959,106.45,-47716.1524079408,0.9713500124365119,0.003200265309715178
92,0.959,0.959,108.45,-47716.01981655691,0.8266777629188606,0.13579164919792674
93,0.959,0.959,110.45,-47715.7627913281,0.721352267475206,0.3928168780039414
94,0.959,0.959,112.45,-47715.386164027506,0.6739158228435216,0.7694441786006792
95,0.959,0.959,114.45,-47714.895080179704,0.6934179209243381,1.2605280264033354
96,0.959,0.959,116.45,-47714.2949363105,0.7774162544654911,1.8606718956070836
97,0.959,0.959,118.45,-47713.591191696,0.9074932678272513,2.5644165101039107
98,0.959,0.959,120.45,-47712.789556613505,1.0677969148110218,3.3660515926021617
99,0.959,0.959,122.45,-47711.8959295912,1.2428503731493326,4.259678614907898
100,0.959,1.009,84.45,-47706.5017883026,3.6532034882660622,9.653819903505791
101,0.959,1.009,86.45,-47707.923961101806,3.450729687887762,8.231647104301373
102,0.959,1.009,88.45,-47709.182857620406,3.2465834540378484,6.972750585700851
103,0.959,1.009,90.45,-47710.281364372204,3.0419046749169856,5.874243833903165
104,0.959,1.009,92.45,-47711.222493371606,2.837220592633062,4.933114834500884
105,0.959,1.009,94.45,-47712.009507634204,2.631578845809269,4.1461005719029345
106,0.959,1.009,96.45,-47712.64592117681,2.4263741682977225,3.5096870292982203
107,0.959,1.009,98.45,-47713.1353735168,2.2215598364731606,3.020234689305653
108,0.959,1.009,100.45,-47713.481755172805,2.018456577398059,2.6738530333022936
109,0.959,1.009,102.45,-47713.6890194137,1.819419530808889,2.4665887924056733
110,0.959,1.009,104.45,-47713.7613077593,1.6250056081113735,2.3943004468092113
111,0.959,1.009,106.45,-47713.7029499803,1.439472116024072,2.4526582258040435
112,0.959,1.009,108.45,-47713.5182758474,1.2667478025237868,2.6373323587104096
113,0.959,1.009,110.45,-47713.2118661325,1.1125152000968797,2.9437420736066997
114,0.959,1.009,112.45,-47712.7883643578,0.9872362126817098,3.367243848304497
115,0.959,1.009,114.45,-47712.2526022964,0.9042136296145223,3.9030059097058256
116,0.959,1.009,116.45,-47711.60966272261,0.8749908020928754,4.545945483499963
117,0.959,1.009,118.45,-47710.8646284107,0.9029291106309311,5.290979795405292
118,0.959,1.009,120.45,-47710.0229586368,0.9840992040475365,6.132649569306523
119,0.959,1.009,122.45,-47709.0903636782,1.10531631493912,7.065244527904724
120,1.009,0.909,84.45,-47704.971182985,3.2011864143776667,11.18442522110854
121,1.009,0.909,86.45,-47706.483653465904,3.0138285896154,9.671954740202636
122,1.009,0.909,88.45,-47707.8276393913,2.8259348731297846,8.327968814810447
123,1.009,0.909,90.45,-47709.00634102651,2.6389410742600985,7.149267179600429
124,1.009,0.909,92.45,-47710.0231468877,2.45243358133347,6.132461318404239
125,1.009,0.909,94.45,-47710.88150824141,2.267487522034139,5.274099964699417
126,1.009,0.909,96.45,-47711.58519010561,2.0867485000557577,4.5704181004985
127,1.009,0.909,98.45,-47712.1380202486,1.9094874551565015,4.017587957503565
128,1.009,0.909,100.45,-47712.54407743991,1.7391627939958854,3.6115307661966654
129,1.009,0.909,102.45,-47712.8075659496,1.5789128702149324,3.3480422565044137
130,1.009,0.909,104.45,-47712.932941049,1.4322758903499113,3.222667157104297
131,1.009,0.909,106.45,-47712.92459525911,1.304459665916802,3.231012946998817
132,1.009,0.909,108.45,-47712.78729760271,1.2014725360147327,3.3683106034004595
133,1.009,0.909,110.45,-47712.525754352304,1.132082640132798,3.62985385380307
134,1.009,0.909,112.45,-47712.14498553191,1.1013025308459619,4.010622674199112
135,1.009,0.909,114.45,-47711.65007391581,1.1145516734952188,4.505534290299693
136,1.009,0.909,116.45,-47711.04629052921,1.1667048478572408,5.109317676899082
137,1.009,0.909,118.45,-47710.3390946482,1.2573274319067862,5.816513557903818
138,1.009,0.909,120.45,-47709.53413379981,1.3750575470145519,6.621474406296329
139,1.009,0.909,122.45,-47708.6373692625,1.5135884584846961,7.518238943608594
140,1.009,0.959,84.45,-47706.5017883026,3.6240298610416724,9.653819903505791
141,1.009,0.959,86.45,-47707.923961101806,3.4232293962301763,8.231647104301373
142,1.009,0.959,88.45,-47709.182857620406,3.22141625190427,6.972750585700851
143,1.009,0.959,90.45,-47710.281364372204,3.0181806044949187,5.874243833903165
144,1.009,0.959,92.45,-47711.222493371606,2.8153610673949325,4.933114834500884
145,1.009,0.959,94.45,-47712.009507634204,2.611951098424212,4.1461005719029345
146,1.009,0.959,96.45,-47712.64592117681,2.408450176310135,3.5096870292982203
147,1.009,0.959,98.45,-47713.1353735168,2.207628386353801,3.020234689305653
148,1.009,0.959,100.45,-47713.481755172805,2.007761371522047,2.6738530333022936
149,1.009,0.959,102.45,-47713.6890194137,1.8123310648080133,2.4665887924056733
150,1.009,0.959,104.45,-47713.7613077593,1.623456156676501,2.3943004468092113
151,1.009,0.959,106.45,-47713.7029499803,1.4439659071653517,2.4526582258040435
152,1.009,0.959,108.45,-47713.5182758474,1.2790805891723471,2.6373323587104096
153,1.009,0.959,110.45,-47713.2118661325,1.1341958375077796,2.9437420736066997
154,1.009,0.959,112.45,-47712.7883643578,1.0203093344827583,3.367243848304497
155,1.009,0.959,114.45,-47712.2526022964,0.9484317465228446,3.9030059097058256
156,1.009,0.959,116.45,-47711.60966272261,0.9301091852435186,4.545945483499963
157,1.009,0.959,118.45,-47710.8646284107,0.9632938756147255,5.290979795405292
158,1.009,0.959,120.45,-47710.0229586368,1.044590367733489,6.132649569306523
159,1.009,0.959,122.45,-47709.0903636782,1.1660746437437972,7.065244527904724
160,1.009,1.009,84.45,-47704.8302458112,4.12008054732819,11.325362394905824
161,1.009,1.009,86.45,-47706.160865922706,3.911118558606136,9.994742283401138
162,1.009,1.009,88.45,-47707.33373178,3.700235271787235,8.8218764261037
163,1.009,1.009,90.45,-47708.3514161454,3.489630064711488,7.804192060706555
164,1.009,1.009,92.45,-47709.21668003211,3.276599234641384,6.938928174000466
165,1.009,1.009,94.45,-47709.93253545451,3.063217004585938,6.22307275159983
166,1.009,1.009,96.45,-47710.50224542821,2.849051349405373,5.653362777899019
167,1.009,1.009,98.45,-47710.9291984694,2.6352690131521825,5.226409736707865
168,1.009,1.009,100.45,-47711.216908594906,2.4224394171289285,4.938699611200718
169,1.009,1.009,102.45,-47711.3692663233,2.211166082765461,4.786341882805573
170,1.009,1.009,104.45,-47711.389973922305,2.0035548088016473,4.765634283801774
171,1.009,1.009,106.45,-47711.28311016141,1.8000888982350374,4.872498044700478
172,1.009,1.009,108.45,-47711.0526910598,1.6039238488577312,5.102917146308755
173,1.009,1.009,110.45,-47710.703046388204,1.4208287059334013,5.452561817903188
174,1.009,1.009,112.45,-47710.2385059173,1.2545720728501932,5.917102288804017
175,1.009,1.009,114.45,-47709.6635876687,1.1120644039018448,6.49202053740737
176,1.009,1.009,116.45,-47708.9830606652,1.0056402055979876,7.172547540903906
177,1.009,1.009,118.45,-47708.201756679904,0.9493338965954294,7.953851526202925
178,1.009,1.009,120.45,-47707.3248212374,0.950690242865872,8.83078696870507
179,1.009,1.009,122.45,-47706.35765086351,1.0034175579737854,9.797957342598238
